1,3,Igxx,Igyy,Igzz,Igxy,Igxz,Igyz,cog,,,link end,,,parent,parent loc,,
PLANAR_XY,1,0.005208333,0.005208333,0.010416667,0,0,0,0,0,0,0,0,0,0,0,0,0
